,participant,trial,task_id,feature1_name,feature2_name,target_name,feature1_value_F,feature2_value_F,feature1_value_J,feature2_value_J,target_value_F,target_value_J,answer
3233,32,33,305,Drugefficacy,treatmentadherence,symptomimprovement,0.51,0.44,0.45,0.38,0.58,0.52,J
3234,32,34,361,Age,education,income,47.0,14.0,37.0,18.0,79000.0,83000.0,J
3235,32,35,2930,Vitaminintake,nutrientabsorption,healthstatus,13.0,34.0,21.0,19.0,71.0,76.0,F
3236,32,36,3086,Medicationtype,dosage,therapeuticeffect,13.0,39.0,8.0,29.0,30.0,22.0,J
3237,32,37,2927,Employeeproductivity,workplaceculture,companygrowth,0.45,0.38,0.53,0.46,0.52,0.57,J
3238,32,38,135,Studyhours,leisuretime,examperformance,3.0,10.0,10.0,5.0,58.0,91.0,J
3239,32,39,449,Medicationefficacy,therapyfrequency,recoverypace,0.13,0.46,0.66,0.59,0.25,0.64,J
3240,32,40,94,Drawingtalent,arttraining,creativeproductions,0.65,0.91,0.84,0.95,1.09,1.27,J
3241,32,41,681,Genetics,lifestylefactors,diseasepredisposition,0.16,0.71,0.78,0.93,0.43,0.67,F
3242,32,42,548,Hoursstudied,quizscores,examgrade,10.0,65.0,12.0,55.0,83.0,78.0,F
3243,32,43,18,Optimism,purpose,meaninginlife,0.15,0.38,0.53,0.41,0.23,0.39,J
3244,32,44,291,Studentpreparedness,questionrelevance,examperformance,0.88,0.76,0.66,0.71,0.9,0.75,F
3245,32,45,1908,Stepsperday,Dietquality,Healthscore,11000.0,52.0,10900.0,50.0,71.0,69.0,F
3246,32,46,322,Healthcareaccess,preventionfocus,communitywellbeing,0.35,0.87,0.63,0.15,0.64,0.44,J
3247,32,47,3018,Pay,benefits,jobsatisfaction,36000.0,25000.0,18000.0,10000.0,90.0,51.0,F
3248,32,48,338,Informationquality,medialiteracy,informedpublic,0.51,0.65,0.82,0.37,0.64,0.71,F
3249,32,49,729,Housingaffordability,incomeinequality,homelessness,0.56,0.72,0.46,0.67,31.3,29.5,F
3250,32,50,345,Workplacesafety,emergencypreparedness,injuryprevention,0.32,0.94,0.51,0.68,0.51,0.46,J
3251,32,51,201,Studytime,IQscore,testscore,40.0,120.0,55.0,115.0,71.0,78.0,J
3252,32,52,307,Socialconnection,supportsystems,mentalhealth,8.3,9.6,5.2,8.7,9.2,6.8,F
3253,32,53,90,Physicalattractiveness,datingsuccess,matevalue,3.8,7.6,5.1,6.3,8.2,8.7,J
3254,32,54,319,Productquality,brandtrust,customerloyalty,0.92,0.83,0.38,0.29,0.94,0.42,F
3255,32,55,542,Nutrition,Exercise,PhysicalFitnessScore,44.0,61.0,21.0,67.0,88.0,65.0,F
3256,32,56,15,Stresslevel,leisuretime,burnoutrisk,8.3,3.2,2.3,7.8,86.5,64.2,F
3257,32,57,50,Patience,delayofgratification,goalperseverance,0.48,0.83,0.64,0.85,0.58,0.69,J
3258,32,58,83,Tidiness,organizationskills,orderlinessrating,0.02,0.11,0.51,0.24,0.09,0.49,J
3259,32,59,54,Readingamount,vocabularysize,verbalintelligence,47.0,19.0,12.0,41.0,50.0,42.0,F
3260,32,60,1888,Sleepduration,Coffeecups,Productivitylevel,9.5,3.0,6.3,1.0,76.0,58.0,F
3261,32,61,465,SleepHours,StressLevel,HealthScore,9.1,7.9,5.5,5.4,88.0,70.0,F
3262,32,62,504,PolicePresence,NeighborhoodIncome,CrimeRate,0.06,0.79,0.34,0.65,0.2,0.48,J
3263,32,63,1050,Yearsexperience,educationlevel,salary,13.0,2.0,10.0,10.0,75000.0,72000.0,J
3264,32,64,3118,Populationsize,landarea,housingdemand,1200.0,5.0,1500.0,6.0,600.0,800.0,J
3265,32,65,1145,Interestrate,inflation,economicgrowth,9.1,4.3,3.8,8.6,3.8,5.9,J
3266,32,66,53,Peerpopularity,socialskills,leadershipcapacity,0.16,0.89,0.52,0.13,0.38,0.36,F
3267,32,67,1150,Populationdensity,diseaserate,lifeexpectancy,900.0,0.07,1000.0,0.06,67.0,66.0,J
3268,32,68,301,Healtheducation,preventativecare,publichealthoutcomes,0.52,0.79,0.21,0.63,0.66,0.84,F
3269,32,69,434,Protein,fat,caloricenergy,23.0,18.0,43.0,7.0,412.0,623.0,F
3270,32,70,505,TimePerTopic,MemorizationAbility,ExamScore,0.61,0.37,0.63,0.29,65.0,62.0,F
3271,32,71,238,Sugarintake,exerciseduration,weightchange,43.0,65.0,11.0,75.0,2.1,7.6,F
3272,32,72,59,Workingmemorycapacity,processingspeed,problemsolving,92.0,81.0,61.0,87.0,88.0,78.0,F
3273,32,73,190,Housingsupply,populationgrowth,homeprices,0.29,0.07,0.85,0.03,0.39,0.63,F
3274,32,74,1847,Drugdose,individualvariation,treatmentefficacy,0.72,0.24,0.12,0.53,0.68,0.29,F
3275,32,75,607,Stresslevel,dietquality,mentalwellbeing,7.2,6.4,6.3,8.9,64.1,71.5,J
3276,32,76,817,Riskfactors,prevention,disease,0.15,0.63,0.61,0.33,0.22,0.4,F
3277,32,77,1082,Effort,talent,success,0.53,0.68,0.28,0.64,0.77,0.56,F
3278,32,78,63,Cooperationtendency,agreeableness,teamcohesion,0.18,0.96,0.85,0.77,0.69,0.84,J
3279,32,79,891,InterestLevel,ContentDifficulty,ExamScore,0.73,0.26,0.71,0.91,58.2,85.5,F
3280,32,80,980,Diet,genetics,lifespan,66.0,61.0,42.0,75.0,80.0,71.0,F
3281,32,81,918,HouseSize,Furnishings,PropertyValue,3000.0,15000.0,2600.0,14200.0,950000.0,880000.0,F
3282,32,82,20,Curiosity,knowledgeseeking,wisdomscore,0.32,0.85,0.47,0.41,0.47,0.48,F
3283,32,83,5,Socialmediause,lonelinessscore,depressionscore,3.8,8.4,3.1,7.2,10.6,9.8,F
3284,32,84,56,Exploratorytendency,noveltyseeking,creativityindex,0.61,0.29,0.85,0.76,0.51,0.88,J
3285,32,85,696,Compensation,workplaceculture,employeeretention,105000.0,7.0,70000.0,5.0,90.0,82.0,F
3286,32,86,24,Musicalability,practiceroutines,skilledplaying,0.12,0.34,0.37,0.52,0.18,0.36,J
3287,32,87,500,EmployeeSkill,ManagementCompetence,Profitability,29.0,93.0,32.0,78.0,48.0,62.0,F
3288,32,88,273,Dietquality,exerciseroutine,health&wellness,0.41,0.94,0.75,0.13,0.78,0.61,F
3289,32,89,3153,Employeeskills,trainingprograms,jobperformance,9.4,7.2,4.6,3.9,13.3,6.9,F
3290,32,90,244,Classattendance,studyduration,examscore,0.68,4.32,0.24,3.66,82.85,72.41,F
3291,32,91,1935,Exercisefrequency,Nutritionquality,Healthandwellbeing,0.93,0.18,0.64,0.81,0.67,0.81,J
3292,32,92,1118,Squarefootage,amenities,apartmentrentalprice,1600.0,2.0,2000.0,8.0,3800.0,4900.0,J
3293,32,93,823,Nutrients,genetics,health,0.51,0.37,0.04,0.31,0.48,0.13,F
3294,32,94,1143,Age,healthstatus,lifeexpectancy,20.0,0.7,18.0,0.9,81.0,82.0,J
3295,32,95,461,Training,Experience,Salary,22.0,33.0,19.0,20.0,125000.0,100000.0,F
3296,32,96,1767,Housesize,numberofrooms,homevalue,1000.0,5.0,1700.0,6.0,275000.0,350000.0,J
3297,32,97,40,Orderliness,organizationabilities,tidinessscore,0.77,0.85,0.57,0.79,0.88,0.73,F
3298,32,98,470,StudyTime,FocusLevel,ExamGrade,3.5,4.2,4.3,8.9,65.0,79.0,J
3299,32,99,189,Screentime,physicalactivity,childhoodobesity,6.5,1.9,2.7,4.1,0.85,0.73,F
3300,33,0,817,Riskfactors,prevention,disease,0.03,0.76,0.83,0.74,0.26,0.75,F
3301,33,1,270,Practicehours,instructorquality,musicskill,12.0,7.0,9.0,8.0,29.0,23.0,F
3302,33,2,539,StudyTime,TeachingQuality,AcademicPerformance,6.7,5.1,9.6,6.2,70.2,76.8,J
3303,33,3,801,Teamwork,communication,productivity,0.75,0.65,0.63,0.11,0.63,0.31,F
3304,33,4,607,Stresslevel,dietquality,mentalwellbeing,4.1,7.2,2.6,4.9,59.5,49.7,J
3305,33,5,1908,Stepsperday,Dietquality,Healthscore,9800.0,58.0,11000.0,47.0,75.0,68.0,F
3306,33,6,291,Studentpreparedness,questionrelevance,examperformance,0.66,0.71,0.88,0.76,0.75,0.9,J
3307,33,7,559,Crimerate,policefunding,publicsafety,0.71,0.24,0.45,0.82,0.51,0.67,J
3308,33,8,1150,Populationdensity,diseaserate,lifeexpectancy,1300.0,0.06,5000.0,0.02,69.0,80.0,J
3309,33,9,542,Nutrition,Exercise,PhysicalFitnessScore,42.0,38.0,21.0,67.0,71.0,65.0,F
3310,33,10,1859,Diet,genetics,lifespan,0.84,0.77,0.65,0.53,75.63,70.45,F
3311,33,11,338,Informationquality,medialiteracy,informedpublic,0.65,0.41,0.72,0.88,0.61,0.86,J
3312,33,12,50,Patience,delayofgratification,goalperseverance,0.32,0.91,0.39,0.8,0.44,0.53,F
3313,33,13,5,Socialmediause,lonelinessscore,depressionscore,7.2,4.9,5.3,4.1,8.7,7.2,J
3314,33,14,608,Classattendance,studytime,coursegrade,0.81,2.7,0.85,4.1,87.0,88.0,J
3315,33,15,348,Medicalresearch,drugdevelopment,diseasecure,23.0,18.0,19.0,14.0,32.0,22.0,F
3316,33,16,918,HouseSize,Furnishings,PropertyValue,800.0,4700.0,850.0,4500.0,300000.0,290000.0,F
3317,33,17,395,Studenteffort,teachingquality,learningoutcomes,0.37,0.29,0.18,0.76,0.36,0.54,J
3318,33,18,2904,Commutelength,flexibleschedule,worksatisfaction,15.0,10.0,12.0,7.0,5.1,6.5,F
3319,33,19,37,Familysupport,friendsupport,resiliencefactors,0.19,0.73,0.78,0.58,0.54,0.74,J
3320,33,20,277,Companytenure,workperformance,jobsatisfaction,8.0,4.0,2.0,1.0,67.0,32.0,F
3321,33,21,130,Healthcareaccess,lifestylediseases,lifeexpectancy,48.0,34.0,57.0,54.0,71.0,75.0,J
3322,33,22,853,Effort,Ability,Performance,0.32,0.85,0.43,0.16,0.71,0.36,F
3323,33,23,729,Housingaffordability,incomeinequality,homelessness,0.73,0.45,0.71,0.39,21.6,23.5,J
3324,33,24,1278,Medicationeffectiveness,placeboeffect,treatmentoutcome,0.85,0.71,0.57,0.45,0.94,0.69,F
3325,33,25,517,RehabilitationTime,DietQuality,InjuryRecoveryRate,9.7,2.3,8.8,7.2,0.58,0.88,J
3326,33,26,487,ScreenTime,ExerciseFrequency,AttentionSpan,4.6,1.9,2.1,4.7,3.5,6.3,J
3327,33,27,859,StudyTime,Comprehension,ExamScore,9.0,4.0,2.0,5.0,83.0,68.0,F
3328,33,28,63,Cooperationtendency,agreeableness,teamcohesion,0.24,0.15,0.91,0.31,0.23,0.68,J
3329,33,29,2912,Interestrates,constructionstarts,housingprices,4.2,1000.0,5.8,775.0,155.0,168.0,F
3330,33,30,309,Urbangreening,pollutionreduction,livability,0.11,0.94,0.87,0.43,0.44,0.72,J
3331,33,31,9,Empathy,agreeableness,relationshipsatisfaction,0.42,0.84,0.92,0.93,0.55,0.89,J
3332,33,32,943,Age,exercise,health,42.0,360.0,40.0,180.0,85.0,80.0,F
3333,33,33,3077,Employeehappiness,salary,productivity,0.48,40938.0,0.57,48593.0,0.64,0.74,J
3334,33,34,242,Sleepduration,caffeineintake,alertness,8.3,3.1,7.2,3.8,9.2,8.7,F
3335,33,35,503,Exercise,DietQuality,WeightLoss,33.0,71.0,31.0,77.0,11.0,14.0,J
3336,33,36,238,Sugarintake,exerciseduration,weightchange,43.0,65.0,37.0,71.0,2.1,2.7,J
3337,33,37,1888,Sleepduration,Coffeecups,Productivitylevel,9.1,2.0,4.7,4.0,73.0,54.0,F
3338,33,38,3118,Populationsize,landarea,housingdemand,2000.0,8.0,75000.0,350.0,900.0,30000.0,F
3339,33,39,494,AlcoholUse,ImpulseControl,LegalTroubleRisk,1.5,4.7,3.6,2.8,42.6,46.1,J
3340,33,40,2763,Housesize,houselocation,houseprice,800.0,40.0,2100.0,160.0,220000.0,500000.0,F
3341,33,41,375,Inflation,unemployment,economicgrowth,9.3,7.5,7.9,4.7,0.9,2.2,J
3342,33,42,3319,Diet,genetics,bodyweight,88.0,79.0,34.0,71.0,212.0,149.0,F
3343,33,43,259,Calorieintake,exercisetime,weightchange,1300.0,15.0,1600.0,10.0,0.3,0.1,F
3344,33,44,255,Traveldistance,traveltime,tripcost,28.0,22.0,42.0,34.0,62.0,86.0,F
3345,33,45,33,Noveltyseeking,curiosity,creativitylevel,0.53,0.61,0.32,0.85,0.65,0.47,J
3346,33,46,1280,Genetics,lifestylefactors,lifeexpectancy,0.67,0.53,0.12,0.63,74.0,65.0,J
3347,33,47,461,Training,Experience,Salary,17.0,29.0,21.0,17.0,120000.0,90000.0,F
3348,33,48,1866,Foodintake,Exercise,Bodyweight,2100.0,130.0,2350.0,140.0,175.0,183.0,F
3349,33,49,82,Morningalertness,sleepconsistency,dailyproductivity,0.68,0.72,0.93,0.71,0.73,0.86,J
3350,33,50,91,Athleticism,strengthandfitness,sportsperformance,0.07,0.26,0.56,0.29,0.13,0.38,J
3351,33,51,649,Numberofemployees,officespace,productivityrating,112.0,1200.0,68.0,900.0,78.0,71.0,F
3352,33,52,809,Attention,distraction,focus,0.55,0.28,0.24,0.87,0.5,0.63,F
3353,33,53,464,Calories,Exercise,Weight,263.0,99.0,276.0,118.0,180.0,186.0,F
3354,33,54,3158,Stresslevel,copingmechanisms,lifesatisfaction,0.65,0.74,0.44,0.63,0.58,0.57,J
3355,33,55,186,Healthcareaccess,diseaseburden,lifeexpectancy,15.0,64.0,95.0,88.0,47.0,94.0,J
3356,33,56,739,lifebalancepolicies,productivity,employeewellbeing,58.6,81.2,78.4,61.3,73.3,74.9,F
3357,33,57,1157,Studyhours,testanxiety,examperformance,4.1,7.3,4.7,6.3,72.6,63.2,J
3358,33,58,100,Traveltime,traveldistance,transportationcost,12.0,33.0,17.0,23.0,194.0,127.0,F
3359,33,59,1277,Employeetalent,organizationalculture,jobsatisfaction,0.57,0.22,0.52,0.73,0.37,0.68,J
3360,33,60,2778,Fatcontent,calories,heartdiseaserisk,47.0,230.0,26.0,300.0,0.32,0.19,J
3361,33,61,94,Drawingtalent,arttraining,creativeproductions,0.26,0.74,0.28,0.72,0.38,0.36,F
3362,33,62,835,Effort,ability,successprobability,0.18,0.94,0.73,0.48,0.73,0.61,J
3363,33,63,693,Parentingstyle,peerinfluences,childdevelopment,0.68,0.34,0.52,0.24,0.57,0.45,F
3364,33,64,554,Practicetime,talent,musicskill,7.8,6.5,7.3,4.6,10.3,7.9,F
3365,33,65,14,esteem,socialsupport,confidencelevel,0.42,0.31,0.51,0.36,0.39,0.48,J
3366,33,66,500,EmployeeSkill,ManagementCompetence,Profitability,38.0,81.0,53.0,67.0,52.0,58.0,F
3367,33,67,84,Socialawareness,tactfulness,popularitylevel,0.95,0.71,0.64,0.55,0.9,0.68,F
3368,33,68,145,Teacherexperience,classsizes,graduationrates,5.8,22.5,1.7,19.1,74.3,63.2,F
3369,33,69,504,PolicePresence,NeighborhoodIncome,CrimeRate,0.12,0.94,0.77,0.55,0.3,0.64,F
3370,33,70,1143,Age,healthstatus,lifeexpectancy,32.0,0.6,50.0,0.6,74.0,68.0,F
3371,33,71,679,Stresslevel,copingmechanisms,wellbeing,0.12,0.74,0.45,0.83,0.88,0.71,F
3372,33,72,20,Curiosity,knowledgeseeking,wisdomscore,0.35,0.71,0.77,0.88,0.58,0.87,J
3373,33,73,434,Protein,fat,caloricenergy,13.0,34.0,28.0,25.0,512.0,567.0,J
3374,33,74,172,Healthcareaccess,preventativecare,hospitaladmissions,0.15,0.93,0.17,0.88,0.31,0.35,F
3375,33,75,3040,Noisepollution,greenspace,lifesatisfaction,83.0,60.0,47.0,85.0,86.0,75.0,J
3376,33,76,274,Studydedication,academicsupport,studentgrowth,9.8,7.6,1.9,4.7,14.1,7.5,F
3377,33,77,433,Classattendance,studyhabits,academicachievement,0.42,0.34,0.55,0.48,0.31,0.43,J
3378,33,78,141,Noiselevels,stresshormones,sleepquality,34.0,47.0,48.0,56.0,86.0,69.0,F
3379,33,79,1136,Price,convenience,customersatisfaction,17.0,63.0,12.0,42.0,53.0,32.0,F
3380,33,80,27,Agreeableness,cooperationtendency,collaborationquality,0.72,0.84,0.94,0.88,0.69,0.95,J
3381,33,81,484,TeacherExperience,StudentEnthusiasm,ExamImprovement,17.0,10.0,15.0,12.0,22.0,23.0,J
3382,33,82,301,Healtheducation,preventativecare,publichealthoutcomes,0.52,0.43,0.21,0.63,0.68,0.84,F
3383,33,83,480,GPA,InterviewPerformance,JobOfferOdds,3.6,0.7,2.6,0.5,0.57,0.35,F
3384,33,84,113,Studytime,examdifficulty,testscore,3.2,3.4,4.2,2.1,72.0,69.0,J
3385,33,85,376,Fatigue,stimulantuse,alertness,0.18,0.31,0.74,0.15,0.25,0.48,F
3386,33,86,90,Physicalattractiveness,datingsuccess,matevalue,3.6,6.4,8.3,2.9,7.5,7.8,F
3387,33,87,190,Housingsupply,populationgrowth,homeprices,0.29,0.07,0.47,0.26,0.39,0.81,F
3388,33,88,470,StudyTime,FocusLevel,ExamGrade,6.2,3.6,7.6,8.4,72.0,88.0,J
3389,33,89,359,Practicetime,inherentaptitude,skilllevel,53.0,46.0,44.0,51.0,64.0,61.0,F
3390,33,90,183,Policeforcesize,responsetimes,publicsafety,23.0,11.0,32.0,10.0,83.0,23.0,F
3391,33,91,193,Pollutioncontrols,airquality,publichealth,75.0,47.0,69.0,53.0,68.0,66.0,J
3392,33,92,516,HealthCoverage,PreventativeCare,LifeExpectancy,0.44,0.49,0.84,0.75,72.12,77.43,J
3393,33,93,468,Practice,InnateTalent,MusicSkill,0.32,0.85,0.21,0.63,0.47,0.34,F
3394,33,94,1165,Rehabtime,injuryseverity,recoveryrate,6.0,2.0,2.0,4.0,0.83,0.78,J
3395,33,95,1224,Commutelength,flexibleschedules,work,20.0,80.0,75.0,45.0,70.0,86.0,J
3396,33,96,34,Socialparticipation,communitybelonging,civicengagement,0.11,0.22,0.73,0.85,0.08,0.68,J
3397,33,97,911,TeacherQuality,StudyHours,TestScores,4.3,2.1,3.4,2.9,71.7,62.1,J
3398,33,98,1767,Housesize,numberofrooms,homevalue,600.0,4.0,1200.0,7.0,200000.0,420000.0,F
3399,33,99,201,Studytime,IQscore,testscore,58.0,117.0,56.0,116.0,84.0,87.0,J
3400,34,0,238,Sugarintake,exerciseduration,weightchange,51.0,63.0,18.0,82.0,1.8,4.1,F
3401,34,1,3202,Commutemethod,routeflexibility,work,0.12,0.65,0.61,0.13,0.43,0.52,F
3402,34,2,278,Commutedistance,flexibleschedule,work,5.7,5.8,7.9,3.5,46.3,62.3,J
3403,34,3,484,TeacherExperience,StudentEnthusiasm,ExamImprovement,17.0,10.0,9.0,8.0,22.0,15.0,J
3404,34,4,351,Partnershipbuilding,communityownership,projectsustainability,0.26,0.91,0.64,0.11,0.74,0.55,F
3405,34,5,471,Fat,Sugar,RiskofDiabetes,32.0,23.0,28.0,19.0,38.0,35.0,J
3406,34,6,87,Memorycapacity,knowledgeaccumulation,academicachievement,100.0,25.0,29.0,84.0,57.0,67.0,J
3407,34,7,193,Pollutioncontrols,airquality,publichealth,60.0,44.0,75.0,47.0,56.0,68.0,F
3408,34,8,359,Practicetime,inherentaptitude,skilllevel,41.0,38.0,32.0,38.0,56.0,63.0,F
3409,34,9,729,Housingaffordability,incomeinequality,homelessness,0.44,0.68,0.47,0.51,30.1,22.3,J
3410,34,10,1847,Drugdose,individualvariation,treatmentefficacy,0.23,0.62,0.42,0.19,0.81,0.33,J
3411,34,11,812,Conditions,adaptation,survival,0.85,0.62,0.61,0.21,0.79,0.54,J
3412,34,12,189,Screentime,physicalactivity,childhoodobesity,6.5,1.9,3.2,3.9,0.85,0.75,F
3413,34,13,1165,Rehabtime,injuryseverity,recoveryrate,12.0,7.0,11.0,9.0,0.67,0.59,F
3414,34,14,7,Noiselevel,memorycapacity,focusability,0.71,0.91,0.83,0.29,0.89,0.63,F
3415,34,15,3086,Medicationtype,dosage,therapeuticeffect,10.0,21.0,50.0,90.0,17.0,76.0,F
3416,34,16,1150,Populationdensity,diseaserate,lifeexpectancy,1200.0,0.07,600.0,0.09,68.0,61.0,F
3417,34,17,462,Population,Resources,Happiness,34.0,83.0,50.0,68.0,54.0,56.0,F
3418,34,18,80,Extraversion,socialactivity,communitybelonging,0.24,0.19,0.15,0.34,0.18,0.21,F
3419,34,19,295,Leadershipintegrity,citizenapproval,administrationsuccess,0.55,0.47,0.46,0.37,0.59,0.51,F
3420,34,20,301,Healtheducation,preventativecare,publichealthoutcomes,0.52,0.43,0.47,0.94,0.68,0.39,J
3421,34,21,3025,Inflation,unemployment,economicgrowth,6.2,3.4,2.7,3.1,3.7,4.9,J
3422,34,22,12,Positiveaffect,resilience,wellbeingscore,0.52,0.38,0.79,0.86,0.33,0.76,J
3423,34,23,3165,Housingsupply,populationgrowth,homecosts,0.28,0.41,0.44,0.9,0.51,0.77,J
3424,34,24,257,Studytime,sleeptime,testscore,5.3,8.7,7.2,8.6,78.9,85.8,F
3425,34,25,270,Practicehours,instructorquality,musicskill,12.0,8.0,12.0,7.0,28.0,29.0,F
3426,34,26,39,Morningness,sleepconsistency,dailyproductivity,0.81,0.55,0.94,0.44,0.74,0.69,F
3427,34,27,1143,Age,healthstatus,lifeexpectancy,61.0,0.3,41.0,0.8,62.0,72.0,J
3428,34,28,466,SchoolFunding,ClassSize,TestResults,10500.0,11.0,9000.0,14.0,86.0,83.0,J
3429,34,29,1278,Medicationeffectiveness,placeboeffect,treatmentoutcome,0.88,0.77,0.92,0.81,0.95,0.98,F
3430,34,30,83,Tidiness,organizationskills,orderlinessrating,0.32,0.94,0.92,0.86,0.81,0.97,J
3431,34,31,27,Agreeableness,cooperationtendency,collaborationquality,0.13,0.24,0.91,0.83,0.22,0.89,J
3432,34,32,608,Classattendance,studytime,coursegrade,0.69,3.9,0.77,3.8,82.0,86.0,F
3433,34,33,307,Socialconnection,supportsystems,mentalhealth,9.1,7.9,4.6,3.9,8.2,4.0,F
3434,34,34,377,Practice,coaching,sportsperformance,0.12,0.95,0.83,0.77,0.71,0.88,F
3435,34,35,690,Workhours,vacationtime,burnoutrisk,30.0,18.0,50.0,10.0,43.0,65.0,J
3436,34,36,305,Drugefficacy,treatmentadherence,symptomimprovement,0.39,0.32,0.33,0.27,0.43,0.36,F
3437,34,37,835,Effort,ability,successprobability,0.26,0.71,0.18,0.94,0.4,0.73,F
3438,34,38,434,Protein,fat,caloricenergy,7.0,43.0,28.0,25.0,567.0,567.0,J
3439,34,39,516,HealthCoverage,PreventativeCare,LifeExpectancy,0.79,0.72,0.83,0.78,76.74,77.85,J
3440,34,40,343,Healthawareness,lifestylechanges,wellbeing,0.53,0.24,0.72,0.29,0.83,0.86,J
3441,34,41,3118,Populationsize,landarea,housingdemand,12000.0,78.0,100.0,2.0,6000.0,80.0,F
3442,34,42,69,Emotionalstability,distresstolerance,resiliencefactors,0.18,0.84,0.45,0.23,0.45,0.33,F
3443,34,43,1122,Studyeffectiveness,testdifficulty,examresult,0.76,0.43,0.57,0.54,78.0,67.0,F
3444,34,44,395,Studenteffort,teachingquality,learningoutcomes,0.22,0.69,0.95,0.82,0.52,0.93,J
3445,34,45,94,Drawingtalent,arttraining,creativeproductions,0.77,0.85,0.84,0.95,1.12,1.27,F
3446,34,46,1118,Squarefootage,amenities,apartmentrentalprice,2800.0,1.0,900.0,5.0,6700.0,2500.0,J
3447,34,47,286,Studententhusiasm,teachingquality,learningoutcomes,0.53,0.61,0.81,0.77,0.68,0.91,J
3448,34,48,138,Populationdensity,greenspaces,communitysatisfaction,2800.0,900.0,5000.0,3500.0,76.0,95.0,F
3449,34,49,54,Readingamount,vocabularysize,verbalintelligence,12.0,41.0,5.0,30.0,42.0,17.0,F
3450,34,50,13,Negativeaffect,copingabilities,anxietylevel,0.81,0.13,0.42,0.65,0.73,0.49,J
3451,34,51,2819,Healthcareaccess,lifestylefactors,lifeexpectancy,90.0,67.0,70.0,75.0,86.0,84.0,F
3452,34,52,685,Studyhabits,classengagement,grades,0.37,0.42,0.72,0.85,64.0,86.0,J
3453,34,53,1100,Accuracyofpolls,undecidedvoters,electionoutcomeprobabilities,0.61,0.1,0.78,0.07,0.7,0.87,J
3454,34,54,723,Urbangreenspace,pollutionlevels,publichealth,0.47,0.72,0.81,0.53,0.64,0.73,J
3455,34,55,291,Studentpreparedness,questionrelevance,examperformance,0.31,0.68,0.66,0.71,0.58,0.75,J
3456,34,56,502,TreatmentAdherence,SideEffects,RecoveryRate,0.55,0.47,0.67,0.51,0.59,0.63,J
3457,34,57,3050,Cityplanning,regulations,livability,0.41,0.37,0.73,0.62,0.46,0.81,J
3458,34,58,1904,Wages,Experience,Joboffer,42000.0,15.0,22000.0,4.0,65000.0,36000.0,F
3459,34,59,807,Diet,exercise,fitnesslevel,17.0,14.0,31.0,27.0,23.0,41.0,J
3460,34,60,91,Athleticism,strengthandfitness,sportsperformance,0.89,0.75,0.73,0.48,0.85,0.62,F
3461,34,61,1908,Stepsperday,Dietquality,Healthscore,6000.0,81.0,10500.0,54.0,88.0,71.0,F
3462,34,62,980,Diet,genetics,lifespan,62.0,38.0,49.0,67.0,68.0,71.0,J
3463,34,63,141,Noiselevels,stresshormones,sleepquality,49.0,64.0,31.0,59.0,85.0,62.0,J
3464,34,64,183,Policeforcesize,responsetimes,publicsafety,37.0,20.0,18.0,13.0,44.0,29.0,J
3465,34,65,534,DrugEfficacy,ComplianceRate,TreatmentOutcomeScore,0.73,0.61,0.47,0.65,0.84,0.62,F
3466,34,66,487,ScreenTime,ExerciseFrequency,AttentionSpan,2.7,3.5,1.5,6.2,4.9,8.9,F
3467,34,67,320,Parentinvolvement,studentengagement,graduationrates,0.73,0.81,0.06,0.88,0.62,0.57,J
3468,34,68,480,GPA,InterviewPerformance,JobOfferOdds,2.7,0.6,2.6,0.5,0.32,0.35,F
3469,34,69,175,Dietquality,exerciseroutine,bloodpressure,0.85,0.62,0.68,0.54,120.0,127.0,F
3470,34,70,2863,Housesize,lotsize,houseprice,2500.0,800.0,3000.0,600.0,600000.0,610000.0,F
3471,34,71,309,Urbangreening,pollutionreduction,livability,0.51,0.38,0.61,0.32,0.58,0.55,F
3472,34,72,539,StudyTime,TeachingQuality,AcademicPerformance,8.3,9.3,1.8,4.6,77.1,62.9,F
3473,34,73,277,Companytenure,workperformance,jobsatisfaction,19.0,9.0,7.0,13.0,87.0,83.0,F
3474,34,74,81,Openness,culturalengagement,worldviewexpansion,0.61,0.52,0.88,0.45,0.64,0.78,J
3475,34,75,279,Leadershipcompetence,teamcohesion,projectsuccess,0.96,0.88,0.93,0.85,0.97,0.95,F
3476,34,76,376,Fatigue,stimulantuse,alertness,0.28,0.54,0.62,0.95,0.38,0.84,J
3477,34,77,497,FinancialMeans,NutritionAccess,HealthOutcomes,39.0,16.0,23.0,18.0,78.0,72.0,F
3478,34,78,294,Clinicalexpertise,diagnostictechnology,patientoutcomes,5.9,2.3,8.6,3.8,6.2,6.7,J
3479,34,79,911,TeacherQuality,StudyHours,TestScores,8.2,3.7,5.6,6.4,92.3,86.8,J
3480,34,80,322,Healthcareaccess,preventionfocus,communitywellbeing,0.29,0.91,0.11,0.97,0.47,0.42,F
3481,34,81,811,Effort,guidance,improvement,0.83,0.24,0.17,0.28,0.36,0.14,F
3482,34,82,1227,Studytime,learningtechniques,academicachievement,4.0,5.0,9.0,6.0,58.0,80.0,J
3483,34,83,1767,Housesize,numberofrooms,homevalue,1000.0,5.0,1500.0,3.0,275000.0,250000.0,F
3484,34,84,82,Morningalertness,sleepconsistency,dailyproductivity,0.81,0.91,0.73,0.62,0.84,0.81,F
